,retweets,favorites,cleaned_tweets,month_sin,month_cos,day_sin,day_cos,hour_sin,hour_cos,min_sin,min_cos,time_to_open,time_after_close,potus_status,vader_negative,vader_neutral,vader_positive,vader_compound,negative_word,positive_word,uncertainty_word,litigious_word,constraining_word,interesting_word,modal_strong_word,modal_neutral_word,modal_weak_word,string_count,word_count,unique_words_count
28604,3328,9163,nobody beat me on national security,0.8660254037844387,-0.4999999999999998,0.9987165071710528,-0.050649168838712635,-0.7071067811865471,-0.7071067811865479,0.5877852522924731,0.8090169943749475,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,35,6,6
13683,912,1417,trust your instinct they are there for a reason without instinct you ll have a hard time getting to and staying at the top,0.5,0.8660254037844387,-0.29936312297335776,-0.9541392564000488,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.0,0.0,0,0.057,0.735,0.20800000000000002,0.5719,0,0,0,0,0,0,0,0,0,122,24,24
38212,19024,108551,thought of within the u s we will no longer deal with him the good news for the wonderful united kingdom is that they will soon have a new prime minister while i thoroughly enjoyed the magnificent state visit last month it wa the queen who i wa most impressed with,-0.4999999999999997,-0.8660254037844388,0.9987165071710528,-0.050649168838712635,-0.25881904510252035,-0.9659258262890684,-0.10452846326765304,-0.9945218953682734,0.0,0.0,1,0.033,0.6509999999999999,0.316,0.9620000000000001,0,3,0,0,0,0,2,0,0,264,51,51
20422,62,68,ave your don t invest in karlrove he doesn t have a clue,0.5,0.8660254037844387,-0.8486442574947509,0.5289640103269624,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,56,13,13
41129,13315,45379,representative john carter judgejohncarter from the great state of texas ha been a tremendous supporter of our maga agenda he is strong on crime and border great for our military and our vet and strong on our a john ha my complete and total endorsement,0.5,0.8660254037844387,-0.7907757369376986,-0.6121059825476627,-0.9659258262890684,0.2588190451025203,0.4067366430758004,-0.9135454576426008,0.0,12371.0,1,0.053,0.64,0.306,0.9483,1,5,0,1,0,0,0,0,0,252,45,45
16263,27,44,adelbmoufarrej mr trump you are avoiding the responsibility of running for president since the ninety be patriotic and run watch,-0.4999999999999997,-0.8660254037844388,0.8486442574947509,0.5289640103269624,0.7071067811865476,0.7071067811865476,0.9135454576426008,0.4067366430758004,22682.0,0.0,0,0.114,0.8859999999999999,0.0,-0.4003,0,0,0,0,0,0,0,0,0,128,20,20
8802,14,6,shiveringgoat realdonaldtrump these poor guy were proven innocent oh really weren t these poor guy mugging other people in park,0.5000000000000003,-0.8660254037844385,0.2012985200886601,0.9795299412524944,-1.0,-1.8369701987210294e-16,-0.8090169943749473,-0.5877852522924732,0.0,9573.0,0,0.109,0.67,0.22,0.4841,2,0,0,0,0,0,0,0,0,127,20,20
42427,29553,148758,i work from early in the morning until late at night haven t left the white house in many month except to launch hospital ship comfort in order to take care of trade deal military rebuilding etc and then i read a phony story in the failing nytimes about my work,0.8660254037844387,-0.4999999999999998,-0.8486442574947509,0.5289640103269624,-0.25881904510252035,-0.9659258262890684,0.20791169081775973,-0.9781476007338056,0.0,0.0,1,0.057999999999999996,0.8420000000000001,0.1,0.34,2,0,0,0,0,0,0,0,0,261,51,51
41458,27509,122750,the fake news medium is looking hard for the big democrat story but there is nothing too fabulous wouldn t a big story be that i got more new hampshire primary vote than any incumbent president in either party in the history of that great state not an insignificant fact,0.8660254037844386,0.5000000000000001,0.7907757369376985,-0.6121059825476629,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210294e-16,0.0,24344.0,1,0.11199999999999999,0.6940000000000001,0.19399999999999998,0.7982,0,1,0,0,0,0,0,0,0,270,50,50
4439,64,44,i trounced him in rating letterman beat jayleno last thursday brian are you irrelevant,-0.5000000000000004,0.8660254037844384,0.9987165071710528,-0.050649168838712635,0.5000000000000003,-0.8660254037844385,-0.743144825477394,-0.6691306063588585,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,86,14,14
8288,8,5,alexsalmond rt noble i live in aberdeenshire i m with you you have made a big difference to that bit cont,0.8660254037844387,-0.4999999999999998,-0.10116832198743204,-0.9948693233918952,-0.25881904510252035,-0.9659258262890684,-0.4067366430758009,0.9135454576426004,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,105,21,21
14436,15,21,codymangano realdonaldtrump trump we need you thank you,1.0,6.123233995736766e-17,-0.72479278722912,0.6889669190756865,0.7071067811865476,-0.7071067811865475,-0.5877852522924734,0.8090169943749473,0.0,0.0,0,0.0,0.815,0.185,0.3612,0,0,0,0,0,0,0,0,0,55,8,8
43255,31155,149339,it ha been suggested that we should rename a many a of our legendary military base such a fort bragg in north carolina fort hood in texas fort benning in georgia etc these monumental and very powerful base have become part of a great american heritage and a,1.2246467991473532e-16,-1.0,0.8978045395707416,-0.4403941515576344,-0.25881904510252035,-0.9659258262890684,-0.8660254037844385,-0.5000000000000004,0.0,0.0,1,0.0,0.867,0.133,0.8016,0,1,1,0,0,0,0,1,0,257,48,48
18800,11,17,via dmregister by joelaschbrenner trump to speak at landexpo in west de moines,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306,-0.7071067811865471,-0.7071067811865479,0.5,0.8660254037844387,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,78,13,13
10638,25,15,getting ready to leave trumpdoral and the brand new blue monster course it s unbelievable,-0.4999999999999997,-0.8660254037844388,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,-0.587785252292473,-0.8090169943749475,0.0,0.0,0,0.071,0.655,0.273,0.5255,0,0,0,0,0,0,0,0,0,89,15,15
26781,16002,24652,the united kingdom is trying hard to disguise their massive muslim problem everybody is wise to what is happening very sad be honest,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344,1.0,6.123233995736766e-17,-0.9135454576426012,0.40673664307579976,9619.0,0.0,0,0.278,0.45399999999999996,0.268,0.31,1,0,0,0,0,0,0,0,0,132,23,23
39299,17621,85501,presidential harassment,-1.0,-1.8369701987210294e-16,-0.651372482722222,-0.7587581226927911,0.7071067811865476,-0.7071067811865475,-0.8090169943749476,0.5877852522924729,0.0,0.0,1,0.7909999999999999,0.209,0.0,-0.5848,1,0,0,0,0,0,0,0,0,23,2,2
41588,18681,66164,republican are fighting for citizen from every background every community every walk of life we are the party of boundless optimism excitement energy enthusiasm we are welcoming american of all party political persuasion to join our incredible movement to maga pic twitter com kesw yr mq,0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.44039415155763423,-0.8660254037844385,-0.5000000000000004,0.4067366430758004,-0.9135454576426008,0.0,1570.0,1,0.042,0.583,0.375,0.9583,0,3,0,0,0,1,0,0,0,287,46,46
25246,627,1277,michellepippin realdonaldtrump when are you coming to virginiabeach very soon,-0.8660254037844392,0.4999999999999993,0.72479278722912,0.6889669190756866,-0.8660254037844385,-0.5000000000000004,0.10452846326765372,-0.9945218953682732,0.0,1751.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,77,10,10
24955,3149,5865,every poll done on debate last night from drudge to newsmax to time magazine had me winning in a landslide makeamericagreatagain,-1.0,-1.8369701987210294e-16,-0.29936312297335776,-0.9541392564000488,1.2246467991473532e-16,-1.0,0.9510565162951536,-0.3090169943749473,0.0,0.0,0,0.0,0.85,0.15,0.5707,0,1,0,0,0,0,0,0,0,128,21,21
16593,46,46,drdannydegraff alaina danielle realdonaldtrump run for president mr trump please savethiscountry,-0.4999999999999997,-0.8660254037844388,-0.8486442574947509,0.5289640103269624,-1.0,-1.8369701987210294e-16,0.9135454576426008,0.4067366430758004,0.0,7913.0,0,0.0,0.7809999999999999,0.21899999999999997,0.6371,0,0,0,0,0,0,0,0,0,96,11,11
38945,22123,104716,so interesting to read and see all of the free and interesting advice i am getting on china from people who have tried to handle it before and failed miserably in fact they got taken to the cleaner we are doing very well with china this ha never happened to them before,-0.8660254037844385,-0.5000000000000004,-0.5712682150947924,0.8207634412072763,0.9659258262890684,-0.25881904510252063,0.5877852522924731,0.8090169943749475,8617.0,0.0,1,0.098,0.722,0.179,0.6459999999999999,1,0,0,0,0,0,1,0,0,269,52,52
37164,17688,79887,it s powerful common sense immigration law to stop illegals from coming through mexico into the u s and removing them back to their country of origin until mexico clean up this ridiculous massive migration we will be focusing on border security not port of entry,0.8660254037844387,-0.4999999999999998,0.9377521321470804,0.3473052528448203,-1.0,-1.8369701987210294e-16,-0.587785252292473,-0.8090169943749475,0.0,9366.0,1,0.099,0.8,0.10099999999999999,0.0323,1,0,0,1,0,0,1,0,0,262,46,46
39208,13599,62041,ig report which showed him to be a disgraced dirty cop republican have unified like never before you don t impeach president for doing a good great job no obstruction no collusion only treasonous crime committed by the other side and led by the democrat sad,-1.0,-1.8369701987210294e-16,0.485301962531081,-0.8743466161445821,0.9659258262890684,-0.25881904510252063,-0.20791169081775987,0.9781476007338056,5517.0,0.0,1,0.22399999999999998,0.526,0.25,0.1955,3,2,0,2,1,0,1,0,0,257,46,46
10036,25,12,hammsbear realdonaldtrump what s your thought on nd best state in the union right great state smart,1.2246467991473532e-16,-1.0,-0.20129852008866028,0.9795299412524944,-0.8660254037844392,0.4999999999999993,0.8660254037844386,0.5000000000000001,0.0,15003.0,0,0.0,0.579,0.42100000000000004,0.9244,0,2,0,0,0,0,1,0,0,99,17,17
21611,166,222,politician are all talk and no action washington can only be fixed by an outsider let s make america great again,0.8660254037844387,-0.4999999999999998,0.39435585511331855,0.9189578116202306,-0.7071067811865471,-0.7071067811865479,-0.3090169943749477,0.9510565162951536,0.0,0.0,0,0.08900000000000001,0.732,0.179,0.4926,0,1,0,0,0,0,0,1,0,112,21,21
37983,54679,184203,pic twitter com t nugw,1.2246467991473532e-16,-1.0,-0.10116832198743204,-0.9948693233918952,0.258819045102521,-0.9659258262890682,-0.20791169081775987,0.9781476007338056,0.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,22,5,5
16612,28,29,what will make you decide to run for president realdonaldtrump america need a leader that can guarantee change,-0.4999999999999997,-0.8660254037844388,-0.3943558551133187,0.9189578116202306,0.7071067811865476,0.7071067811865476,0.5877852522924732,-0.8090169943749473,21956.0,0.0,0,0.0,0.909,0.091,0.25,0,0,0,0,0,0,1,1,0,110,18,18
9051,8,55,sarah bale true and thanks,0.5000000000000003,-0.8660254037844385,-0.10116832198743204,-0.9948693233918952,0.7071067811865476,-0.7071067811865475,0.5877852522924732,-0.8090169943749473,359.0,0.0,0,0.0,0.345,0.655,0.6908,0,0,0,0,0,0,0,0,0,26,5,5
7117,21,11,each week you the audience can choose an mvp among the celebrity celebapprentice using twitter,1.0,6.123233995736766e-17,0.72479278722912,0.6889669190756866,-0.7071067811865471,-0.7071067811865479,-0.3090169943749473,-0.9510565162951536,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,94,15,15
3278,172,51,still a buyer s market buy directly from a bank they want to offload property that have defaulted will give good price financing,-1.0,-1.8369701987210294e-16,-0.29936312297335776,-0.9541392564000488,-0.7071067811865471,-0.7071067811865479,0.7431448254773945,-0.6691306063588579,0.0,0.0,0,0.0,0.833,0.16699999999999998,0.4939,1,1,0,0,0,0,1,0,0,128,23,23
14450,34,51,realdonaldtrump any book you suggest for young entrepreneur midas touch is excellent written for entrepreneur,1.0,6.123233995736766e-17,-0.72479278722912,0.6889669190756865,-0.8660254037844385,-0.5000000000000004,0.5,0.8660254037844387,0.0,311.0,0,0.0,0.821,0.179,0.5719,0,1,1,0,0,0,0,0,1,109,15,15
34425,13480,65132,congratulation to corey stewart for his great victory for senator from virginia now he run against a total stiff tim kaine who is weak on crime and border and want to raise your tax through the roof don t underestimate corey a major chance of winning,1.2246467991473532e-16,-1.0,0.485301962531081,-0.8743466161445821,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,16469.0,0.0,1,0.141,0.624,0.23399999999999999,0.7683,4,2,0,1,0,0,0,0,0,250,46,46
19230,16,32,christophercud realdonaldtrump you are the best republican for the job your the only one clean you need no one s money,-2.4492935982947064e-16,1.0,-0.7907757369376986,-0.6121059825476627,-0.8660254037844385,-0.5000000000000004,0.9945218953682734,-0.10452846326765332,0.0,1009.0,0,0.076,0.687,0.237,0.6908,0,1,0,0,0,0,1,0,0,118,21,21
35642,11917,53200,ap headline wa very different from my quote and meaning in the story they just can t help themselves fake news,-0.8660254037844392,0.4999999999999993,-0.29936312297335776,-0.9541392564000488,0.9659258262890684,-0.25881904510252063,0.8090169943749475,0.5877852522924731,8408.0,0.0,1,0.166,0.725,0.109,-0.3453,0,0,0,0,0,0,0,1,0,110,21,21
35232,21170,83884,there s no fairness here if you re a democrat or a friend of hillary you get immunity or off scott free if you re connected to donald trump you get people like robert mueller andrew weissman and his team of partisan coming after you with a vengeance and abusing their,-1.0,-1.8369701987210294e-16,0.2012985200886601,0.9795299412524944,-0.9659258262890684,0.2588190451025203,-0.9945218953682734,0.104528463267653,0.0,13601.0,1,0.08900000000000001,0.7559999999999999,0.155,0.5859,1,0,0,0,0,0,0,0,0,267,51,51
9657,5,3,vinnypac realdonaldtrump i ll have to go to macy s at tje bridgewater mall in nj and shop on this rainy day have of ur tie luv them,1.2246467991473532e-16,-1.0,0.9884683243281114,0.1514277775045767,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210294e-16,20665.0,0.0,0,0.045,0.955,0.0,-0.0964,0,0,0,0,0,0,0,0,0,131,28,28
9392,9,4,kerim realdonaldtrump msaid suddenly i wa just motivated with donald trump without any reason,0.5000000000000003,-0.8660254037844385,-0.9377521321470804,0.3473052528448203,-0.9659258262890684,0.2588190451025203,-0.20791169081775907,-0.9781476007338056,0.0,12720.0,0,0.0,0.85,0.15,0.4588,0,0,1,0,0,0,0,0,0,93,14,14
26626,512,1276,hot steam a a professional handicapper realdonaldtrump is a favorite for presidency hotsteam unload,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,-0.2588190451025216,0.965925826289068,0.40673664307580015,0.9135454576426008,0.0,25479.0,0,0.0,0.857,0.14300000000000002,0.4588,0,1,0,0,0,0,0,0,0,99,14,14
16093,12,14,jimrcottage timbdickson realdonaldtrump sternshow he wa on howard stern last week awesome interview thank you,1.2246467991473532e-16,-1.0,-0.9987165071710528,-0.05064916883871266,1.2246467991473532e-16,-1.0,-0.7431448254773946,0.6691306063588578,0.0,0.0,0,0.0,0.723,0.27699999999999997,0.784,0,0,0,0,0,0,0,0,0,109,15,15
14093,16,19,lakers realdonaldtrump i m hearing trumpnationaldoral course look spectacular miami is waitin for you,0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,-0.20791169081775987,0.9781476007338056,0.0,0.0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,101,14,14
553,205,31,if china had a tenth of the natural resource we do then they would already be energy independent instead we continue to buy oil from opec,-1.0,-1.8369701987210294e-16,-0.10116832198743204,-0.9948693233918952,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.0,1259.0,0,0.0,0.8390000000000001,0.161,0.5574,0,0,0,0,0,0,0,1,0,137,26,26
3673,260,145,so obama used to tell classmate that he wa kenyan royalty and an indonesian prince sound like his book bio,-0.8660254037844392,0.4999999999999993,0.7907757369376985,-0.6121059825476629,-0.4999999999999997,-0.8660254037844388,-0.1045284632676543,0.9945218953682732,0.0,0.0,0,0.0,0.878,0.122,0.4199,0,0,0,0,0,0,0,0,0,106,20,20
39724,17313,76591,we defeated of the isi caliphate and no longer have any troop in the area under attack by turkey in syria we did our job perfectly now turkey is attacking the kurd who have been fighting each other for year,-0.8660254037844392,0.4999999999999993,0.8978045395707416,-0.4403941515576344,-0.7071067811865471,-0.7071067811865479,0.6691306063588581,0.7431448254773944,0.0,0.0,1,0.261,0.662,0.077,-0.8398,1,1,0,0,0,0,0,0,0,206,40,40
8596,46,11,and now hold an adjunct professorship at columbia university boudin also received an academic laurel from nyu law school,0.8660254037844387,-0.4999999999999998,-0.9377521321470804,0.3473052528448203,0.258819045102521,-0.9659258262890682,0.2079116908177593,0.9781476007338056,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,120,19,19
32557,9794,44678,such an honor to have my good friend israel pm netanyahu join u w his delegation in nyc this afternoon unga pic twitter com jwu e yk a,-1.0,-1.8369701987210294e-16,-0.4853019625310808,-0.8743466161445822,-1.0,-1.8369701987210294e-16,-0.10452846326765304,-0.9945218953682734,0.0,9067.0,1,0.0,0.6459999999999999,0.354,0.8885,0,2,0,0,0,0,0,0,0,134,28,28
29248,6288,18351,thank you roseanne very much appreciated,1.2246467991473532e-16,-1.0,0.9680771188662044,-0.2506525322587204,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.0,911.0,0,0.0,0.706,0.294,0.3612,0,0,0,0,0,0,0,0,0,40,6,6
13573,203,250,president obama just fired the obamacare website builder my question is why were they hired in the first place sue them for damage,0.5,0.8660254037844387,0.7907757369376985,-0.6121059825476629,0.25881904510252074,0.9659258262890684,-0.4067366430758009,0.9135454576426004,27230.0,0.0,0,0.244,0.7559999999999999,0.0,-0.7777,4,0,0,1,0,0,0,0,0,130,23,23
13677,54,68,great article by amspec s jeffrey lord the reagan revolution and now the realdonaldtrump revolution,0.5,0.8660254037844387,-0.10116832198743204,-0.9948693233918952,-0.7071067811865471,-0.7071067811865479,0.9510565162951536,0.30901699437494745,0.0,0.0,0,0.0,0.7959999999999999,0.204,0.6249,0,1,0,0,0,0,0,0,0,99,15,15
10506,0,0,rhino my honor,-0.4999999999999997,-0.8660254037844388,-0.4853019625310808,-0.8743466161445822,0.5000000000000003,-0.8660254037844385,-0.4067366430758009,0.9135454576426004,0.0,0.0,0,0.0,0.484,0.516,0.4939,0,1,0,0,0,0,0,0,0,14,3,3
33065,15897,73752,i will be making a major statement from the whitehouse upon my return to d c time and date to be set,-0.5000000000000004,0.8660254037844384,0.29936312297335804,-0.9541392564000488,0.0,1.0,0.6691306063588583,-0.7431448254773941,32808.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,100,22,22
41285,17440,64933,for the first time in american history we have replaced a disastrous trade deal that rewarded outsourcing with a truly fair and reciprocal trade deal that will keep job wealth and growth right here in america pic twitter com bde iv dyd,0.5,0.8660254037844387,-0.3943558551133187,0.9189578116202306,-0.25881904510252035,-0.9659258262890684,0.5877852522924732,-0.8090169943749473,0.0,0.0,1,0.078,0.602,0.32,0.9013,1,1,0,0,0,0,1,0,0,235,42,42
41786,25131,100033,i never said people that are feeling sick should go to work this is just more fake news and disinformation put out by the democrat in particular msdnc comcast cover the coronavirus situation horribly only looking to do harm to the incredible successful effort being made,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,3550.0,0.0,1,0.23,0.6779999999999999,0.092,-0.8521,1,2,0,0,0,1,1,1,0,270,46,46
10089,0,3,dzeroseven wrong,-0.4999999999999997,-0.8660254037844388,0.5712682150947923,0.8207634412072763,0.7071067811865476,0.7071067811865476,-0.8660254037844392,0.4999999999999993,20382.0,0.0,0,0.629,0.371,0.0,-0.5255,1,0,0,0,0,0,0,0,0,16,2,2
2376,151,29,what a statesman barackobama made sure to quickly call the muslim brotherhood victor to congratulate him on cont,1.2246467991473532e-16,-1.0,-0.9377521321470804,0.3473052528448203,1.2246467991473532e-16,-1.0,-0.9135454576426004,-0.4067366430758009,0.0,0.0,0,0.0,0.757,0.243,0.6996,0,0,0,0,0,0,0,0,0,112,18,18
5921,0,1,enjorgetamez great,0.5,0.8660254037844387,-0.9884683243281114,0.15142777750457667,-0.4999999999999997,-0.8660254037844388,-0.4067366430758009,0.9135454576426004,0.0,0.0,0,0.0,0.313,0.687,0.6588,0,1,0,0,0,0,0,0,0,18,2,2
26021,559,745,realdonaldtrump rubio want common core for education,-0.5000000000000004,0.8660254037844384,0.5712682150947923,0.8207634412072763,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.0,22805.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,52,7,7
10262,15,9,realraylong realdonaldtrump you know so much about so many thing a true renaissance man trumpin so true thanks,-0.4999999999999997,-0.8660254037844388,0.9680771188662044,-0.2506525322587204,-0.9659258262890684,0.2588190451025203,-0.4067366430758009,0.9135454576426004,0.0,14177.0,0,0.0,0.69,0.31,0.8712,0,0,0,0,0,0,0,0,0,110,18,18
27634,1126,3347,bobvanderplaats asked me to do an event the people holding the event called me to say he wanted for himself phony foxandfriends,0.5,0.8660254037844387,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,-0.587785252292473,-0.8090169943749475,10401.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,127,22,22
